id,LD,TTR,CTTR,RTTR,LogTTR,Uber,LV,VV1,SVV1,CVV1,VV2,NV,AdjV,AdvV,ModV,MTLD,AWL,NumChar,NumSyll,MLC,MLS,MLT,C/S,T/S,C/T,CT/T,DC/C,DC/T,CP/C,CP/T,CN/C,CN/T,VP/T,NumNP,NumVP,NumPP,NPSize,VPSize,PPSize,NumDC,NumCT,CoOrd,NumSBAR,TreeHeight,TRAD_Kincaid,TRAD_Coleman
WRLevel4_2000-01_playing,0.860759,0.43,6.27,8.88,0.86,43.62,0.485294,1.58,124.82,7.9,0.33,0.51,0.08,0.03,0.12,8.01,0.022785,4.432748538,1.391931,9.54,13.269231,5.83,1.69,2.76,0.612318841,0.16,0.27,0.16,0.06,0.04,1.84,1.12,1.33,4.07,3.69,1.53,1.76,2.09,2.07,0.461538462,0.461538462,0.1014,0.53,10.84,8.35,4.55
WRLevel4_2002-03_flyinghigh,0.794554,0.42,6.31,8.93,0.85,43.32,0.479751,1.56,95.41,6.9,0.27,0.51,0.08,0.1,0.18,6.33,0.00495,4.405487805,1.385542,8.35,8.5,5.75,1.39,2.02,0.688118812,0.19,0.26,0.18,0.03,0.02,1.16,0.8,0.93,3.05,1.89,0.94,1.8,2.09,2.02,0.394736842,0.368421053,0.0417,0.36,7.47,7.6,2.92
WRLevel4_2002-03_savingheritage,0.841969,0.44,6.39,9.04,0.86,44.68,0.501538,1.18,69.62,5.9,0.26,0.52,0.09,0.09,0.19,7.47,0.07513,4.540785498,1.468278,10.19,11.607143,6.33,1.46,2.35,0.621276596,0.15,0.24,0.15,0.09,0.06,0.9,0.56,1.19,3.57,2.82,1.17,2.19,2.27,2,0.357142857,0.357142857,0.1314,0.35,8.39,8.33,3.41
WRLevel4_2006-07_weightdebate,0.833747,0.45,6.73,9.51,0.87,46.99,0.511905,1.37,85.42,6.53,0.25,0.59,0.06,0.06,0.13,8.91,0.029777,4.801775148,1.425656,11.81,10.53125,6.42,1.12,2.06,0.54368932,0.17,0.32,0.17,0.18,0.1,1.56,0.85,1.13,3.33,2.33,1.09,1.9,2.29,2.08,0.363636364,0.363636364,0.2016,0.36,8.18,10.14,5.17
WRLevel4_2000-01_ibaloi,0.869898,0.44,6.44,9.1,0.86,45.08,0.507331,1.26,73.13,6.04,0.26,0.49,0.13,0.08,0.22,5.72,0.017857,4.49271137,1.399417,12.26,13.153846,7.58,1.36,2.2,0.618181818,0.16,0.26,0.16,0.38,0.23,2.23,1.38,1.27,3.88,2.8,1.6,2.06,2.37,2.02,0.36,0.36,0.5168,0.4,9.16,8.54,4.1
WRLevel4_2001-02_landofflowers,0.833333,0.43,6.42,9.08,0.86,44.62,0.504478,1.36,76.48,6.18,0.25,0.55,0.1,0.08,0.19,7.19,0.012438,4.817109145,1.554252,11.26,12.518519,7.13,1.4,2.22,0.630630631,0.2,0.31,0.2,0.34,0.21,1.78,1.13,1.03,4,2.29,1.7,1.99,2.29,2.02,0.444444444,0.444444444,0.476,0.44,8.51,10.24,5.06
WRLevel4_2005-06_onceuponatime,0.799054,0.47,7.21,10.19,0.87,50.67,0.58284,1.26,73.13,6.04,0.25,0.56,0.09,0.07,0.17,7.65,0.016548,4.747058824,1.536023,11.71,10.30303,6.52,1.18,2.12,0.556603774,0.1,0.17,0.1,0.17,0.1,1.51,0.84,1,3.42,2.12,1.21,1.93,2.28,2,0.212121212,0.212121212,0.2006,0.21,7.54,9.74,5.86
WRLevel4_2004-05_medmri,0.84399,0.47,6.94,9.81,0.87,49.62,0.542424,1.18,69.62,5.9,0.25,0.54,0.09,0.07,0.16,7.73,0.030691,4.821958457,1.602374,13.09,13.2,6.75,1.23,2.38,0.516806723,0.16,0.31,0.16,0.34,0.17,2.62,1.35,1.35,4.07,3.23,1.76,1.88,2.36,1.97,0.384615385,0.384615385,0.4182,0.46,9.96,10.44,6.36
WRLevel4_2002-03_ancient,0.821951,0.45,6.73,9.52,0.87,46.88,0.525223,1.2,64.8,5.69,0.22,0.5,0.16,0.07,0.24,7.62,0.021951,4.618343195,1.466472,10.5,10.625,6.04,1.31,2.28,0.574561404,0.1,0.19,0.1,0.14,0.08,2.42,1.39,1.15,3.59,2.62,1.15,1.9,2.19,1.97,0.25,0.25,0.1834,0.25,8.68,9.47,4.99
WRLevel4_2003-04_noseknows,0.821951,0.5,7.35,10.4,0.88,53.26,0.563798,1.08,56.33,5.3,0.21,0.54,0.12,0.07,0.2,8.49,0.031707,4.262536873,1.31728,12.31,11.793103,6.73,1.4,2.56,0.546875,0.1,0.2,0.1,0.2,0.1,2.2,1.2,1.25,4,3.2,1.44,2.02,2.41,2,0.28,0.28,0.28,0.24,9.24,7.86,4
WRLevel4_2005-06_saturnsunrise,0.830508,0.47,7.03,9.95,0.87,49.65,0.533528,1.42,91.02,6.74,0.26,0.53,0.11,0.06,0.17,6.81,0.021792,4.58739255,1.457865,11.3,12.285714,7.35,1.39,2.14,0.64953271,0.25,0.33,0.21,0.17,0.11,2.74,1.78,1.23,4,2.64,1.5,1.91,2.18,2.02,0.535714286,0.464285714,0.2363,0.53,9.39,9.85,5.21
WRLevel4_2000-01_scooter,0.83871,0.47,6.92,9.78,0.87,48.98,0.505917,1.36,86.28,6.56,0.26,0.55,0.09,0.07,0.17,7.22,0.019851,4.555232558,1.471098,11.62,11.466667,6.93,1.42,2.38,0.596638655,0.24,0.37,0.22,0.37,0.22,2.32,1.38,1.24,4.5,2.96,1.8,1.74,2.19,2.02,0.576923077,0.538461538,0.5254,0.53,10.11,9.76,6.5
WRLevel4_2002-03_journey,0.814904,0.41,6.23,8.81,0.85,42.5,0.483776,1.3,72.02,6,0.22,0.47,0.16,0.1,0.27,6.93,0.09375,4.638235294,1.50565,10.46,9.714286,6,1.26,2.2,0.572727273,0.16,0.27,0.16,0.18,0.1,2.09,1.2,0.96,3.08,2.11,1.05,2.08,2.19,2.02,0.352941176,0.352941176,0.2268,0.35,7.85,9.08,4.5
WRLevel4_2000-01_stress,0.831354,0.42,6.32,8.94,0.85,43.4,0.48,1.63,122.28,7.81,0.3,0.53,0.1,0.04,0.15,7.87,0.033254,4.860795455,1.505618,10.52,11.387097,6.5,1.55,2.51,0.61752988,0.22,0.35,0.22,0.14,0.08,2.04,1.26,1.27,4.7,3.22,2,1.66,2.13,2.03,0.555555556,0.555555556,0.217,0.55,10.03,11.18,7.08
WRLevel4_2002-03_waterwolrd,0.861461,0.46,6.82,9.65,0.87,48.27,0.52924,1.36,81.81,6.39,0.24,0.49,0.12,0.11,0.23,6.41,0.007557,4.49127907,1.447977,9.88,12.888889,7.58,1.53,2,0.765,0.21,0.37,0.28,0.06,0.05,2.32,1.78,1.23,4,2.46,1.85,1.72,2.18,2.01,0.428571429,0.571428571,0.0918,0.57,9,8.85,5.32
WRLevel4_2005-06_lightenup,0.837709,0.45,6.73,9.52,0.87,46.88,0.495726,1.25,75,6.12,0.24,0.53,0.11,0.08,0.2,7.86,0.052506,4.777777778,1.477273,11.6,14.08,7.22,1.46,2.34,0.623931624,0.29,0.47,0.29,0.21,0.13,2.07,1.29,1.34,3.76,3.15,1.23,2.11,2.3,2,0.692307692,0.692307692,0.3066,0.69,9.61,10.56,5.96
WRLevel4_2006-07_timetothink,0.809976,0.47,7.11,10.06,0.87,49.85,0.530792,1.34,79.11,6.28,0.21,0.51,0.14,0.09,0.23,8.95,0.030879,4.714285714,1.488636,12,11.16129,6.7,1.18,2.12,0.556603774,0.13,0.23,0.13,0.1,0.05,2.26,1.26,1.16,3.31,2.46,1.21,2.06,2.24,2,0.28125,0.28125,0.118,0.28,8.84,10.38,5.04
WRLevel4_2004-05_tinytrouble,0.854369,0.48,7.08,10.02,0.87,50.35,0.545455,1.51,102.75,7.16,0.27,0.52,0.14,0.04,0.18,7.52,0.021845,4.445378151,1.426554,10.87,12.642857,6.69,1.42,2.32,0.612068966,0.21,0.35,0.21,0.15,0.09,1.97,1.21,1.27,3.67,2.96,1.14,1.96,2.16,2.06,0.5,0.5,0.213,0.53,9.57,8.53,4.71
WRLevel4_2005-06_recessrisk,0.860976,0.49,7.35,10.4,0.88,53.07,0.546742,1.17,87.89,6.62,0.3,0.52,0.08,0.05,0.14,8.27,0.031707,4.802816901,1.487252,12.79,11.387097,6.3,1.13,2.29,0.493449782,0.18,0.35,0.17,0.32,0.15,1.73,0.85,1.42,3.7,3.26,1.23,1.85,2.27,2,0.433333333,0.4,0.3616,0.5,9.13,9.94,5.59
WRLevel4_2000-01_hooleinsky,0.832536,0.44,6.66,9.42,0.86,46.02,0.508621,1.33,69.33,5.88,0.2,0.59,0.1,0.07,0.17,7.32,0.033493,4.64305949,1.457627,12.16,11.290323,7.03,1.15,2,0.575,0.12,0.21,0.12,0.29,0.17,2.08,1.2,1.1,3.56,2.21,1.43,1.89,2.26,2.1,0.25,0.25,0.3335,0.25,8.65,9.31,4.62
WRLevel4_2000-01_zombi2e,0.803241,0.43,6.67,9.44,0.86,45.77,0.472622,1.79,158.04,8.88,0.34,0.43,0.08,0.12,0.2,7.51,0.023148,4.18028169,1.309859,8.71,11.7,6.79,1.82,2.34,0.777777778,0.3,0.45,0.35,0.07,0.05,1.43,1.11,1.45,4.03,3.41,1.37,1.64,2.36,2.04,0.724137931,0.827586207,0.1274,0.82,10.03,7.36,3.42
WRLevel4_2006-07_harrysback,0.800459,0.42,6.47,9.16,0.86,44.02,0.507163,1.56,99.9,7.06,0.26,0.49,0.13,0.09,0.22,7.37,0.029817,4.199430199,1.32337,12.28,11.633333,6.76,1.26,2.29,0.550218341,0.07,0.28,0.15,0.26,0.14,2.28,1.26,1.14,3.8,2.63,1.43,1.77,2.2,2,0.166666667,0.366666667,0.3276,0.36,9.23,6.71,2.33
WRLevel4_2004-05_rootingpeace,0.810875,0.48,7.27,10.28,0.88,51.46,0.55102,1.57,99.22,7.04,0.25,0.61,0.09,0.02,0.12,7.81,0.028369,4.671428571,1.468927,12.94,10.515152,7.07,1.12,2.06,0.54368932,0.12,0.22,0.12,0.2,0.1,2.51,1.37,1.1,3.8,2.29,1.48,1.91,2.36,2,0.258064516,0.258064516,0.224,0.29,9.09,9.71,4.95
WRLevel4_2004-05_flueblues,0.841727,0.46,6.91,9.77,0.87,48.27,0.501425,1.31,77.35,6.21,0.24,0.56,0.09,0.06,0.15,7.51,0.014388,4.346478873,1.371831,12.44,11.387097,6.3,1.16,2.29,0.506550218,0.18,0.33,0.16,0.33,0.16,2.11,1.07,1.19,3.58,2.74,1.35,1.87,2.25,2.04,0.419354839,0.387096774,0.3828,0.45,9.12,7.82,3.78
WRLevel4_2000-01_asthma,0.823256,0.4,6.17,8.73,0.85,41.9,0.446328,1.4,82.88,6.43,0.24,0.57,0.09,0.06,0.16,6.69,0.027907,4.527624309,1.33241,10.9,13.148148,7.89,1.61,2.23,0.721973094,0.29,0.4,0.29,0.23,0.17,1.8,1.31,1.25,4.61,2.8,1.73,1.73,2.38,2.06,0.653846154,0.653846154,0.3703,0.65,9.69,9.22,5.18
WRLevel4_2000-01_pandamoinum,0.806005,0.41,6.29,8.9,0.85,42.76,0.449857,1.78,117.72,7.67,0.28,0.54,0.11,0.04,0.16,7.08,0.020785,4.320334262,1.411111,10.95,11.451613,6.38,1.5,2.57,0.583657588,0.15,0.23,0.13,0.19,0.11,1.38,0.8,1.11,3.78,2.85,1.46,2.04,2.22,1.97,0.392857143,0.357142857,0.285,0.35,8.6,7.88,3.66
WRLevel4_2000-01_workingkids,0.776549,0.41,6.38,9.02,0.85,42.97,0.475783,1.51,98.25,7,0.27,0.56,0.06,0.06,0.13,7.19,0.030973,4.377410468,1.399449,11.73,12.206897,6.87,1.51,2.59,0.583011583,0.21,0.36,0.21,0.26,0.15,2.34,1.37,1.35,4.51,3.51,1.55,1.76,2.33,2.04,0.555555556,0.555555556,0.3926,0.51,10.14,8.8,5.36
WRLevel4_2006-07_remotecontrol,0.832151,0.48,7.26,10.27,0.88,51.34,0.548295,1.36,86.28,6.56,0.25,0.58,0.09,0.05,0.15,7.83,0.035461,4.508474576,1.365651,12.27,12.678571,6.05,1.23,2.5,0.492,0.1,0.21,0.1,0.18,0.09,1.83,0.9,1.04,3.96,2.6,1.46,1.99,2.25,2.04,0.266666667,0.266666667,0.2214,0.26,8.6,9.33,4.54
WRLevel4_2000-01_elephant,0.838028,0.45,6.88,9.74,0.87,47.75,0.507003,1.16,58.13,5.39,0.2,0.55,0.11,0.09,0.2,6.67,0.004695,4.429362881,1.396122,12.32,11.15625,6.51,1.27,2.41,0.526970954,0.12,0.24,0.12,0.29,0.15,1.56,0.82,1.11,3.37,2.68,1.51,1.98,2.25,2.09,0.310344828,0.310344828,0.3683,0.37,8.89,8.2,4.44
WRLevel4_2002-03_heroschool,0.81573,0.41,6.43,9.1,0.85,43.43,0.484848,1.61,122.89,7.83,0.31,0.5,0.09,0.07,0.16,7.75,0.029213,4.575675676,1.444744,9.95,12.517241,6.82,1.65,2.41,0.684647303,0.21,0.31,0.21,0.16,0.11,1.47,1.01,1.4,4.03,3.37,1.13,1.71,2.16,2.06,0.517241379,0.517241379,0.264,0.65,9.75,8.9,4.28
WRLevel4_2003-04_newsclips,0.821759,0.51,7.84,11.09,0.89,57.04,0.577465,1.18,69.62,5.9,0.23,0.54,0.11,0.08,0.2,8.17,0.025463,4.529247911,1.491892,11.79,13.071429,6.86,1.39,2.39,0.581589958,0.19,0.33,0.19,0.12,0.07,1.74,1.01,1.01,4.28,2.42,1.57,1.86,2.39,2.02,0.464285714,0.464285714,0.1668,0.5,8.89,9.82,5.23
BitKS3_english_reading_text_types_revise1,0.525,0.62,3.27,4.62,0.88,34.39,0.904762,1.2,7.2,1.89,0.28,0.71,0,0,0,3.97,0.05,4.818181818,1.727273,13.5,1.466667,6.75,0.26,0.53,0.490566038,0.12,0.25,0.12,0.5,0.25,0.75,0.37,0.75,1.26,0.4,0.13,1.36,1.66,2,0.066666667,0.066666667,0.13,0.06,4.46,6.83,6.1
BitKS3_english_shakespeare_summaries_index,0.785714,0.61,2.87,4.07,0.87,29.32,0.666667,1.5,4.5,1.5,0.12,0.76,0.12,0,0.12,6.13,0.190476,6.121212121,1.764706,44,11,22,0.33,0.66,0.5,0,0,0,2,1,12,6,0.5,4.66,0.33,1,2.07,3,2,0,0,0.66,0,6.33,17.27,9.18
BitKS3_english_writing_inform_explain_describe_activity,0.894737,0.82,3.75,5.3,0.94,73.66,0.882353,0.9,8.1,2.01,0.4,0.45,0.09,0,0.09,10.89,0.105263,4.823529412,1.441176,10.25,8.5,4.55,1,2.25,0.444444444,0.11,0.25,0.11,0,0,1,0.44,1.44,2.5,3.25,0.75,1.7,1.92,2,0.25,0.25,0,0.5,8.5,8.65,4.28
BitKS3_maths_algebra_formulae2_revise1,0.625,0.7,3.56,5.04,0.91,44.38,0.96,1.16,8.16,2.02,0.35,0.65,0,0,0,4.85,0.15,5.269230769,1.76,17,2.083333,3.92,0.25,1.08,0.231481481,0,0,0,0,0,1.33,0.3,0.61,1.5,0.66,0.33,1.38,2,2,0,0,0,0,5,10.12,7.31
BitKS3_maths_algebra_linear_sequences_activity,0.894737,0.85,3.86,5.46,0.95,87.15,0.882353,1.22,13.44,2.59,0.44,0.4,0.12,0.04,0.16,7.47,0.078947,5.058823529,1.588235,13.66,8.5,4.55,0.75,2.25,0.333333333,0,0,0,0.33,0.11,1.66,0.55,1.33,2.25,3,0.5,1.88,1.91,2,0,0,0.2475,0.25,7.25,10.08,5.55
BitKS3_maths_shape_space_angles_activity,0.891892,0.85,3.92,5.55,0.95,90.62,0.878788,0.75,4.5,1.5,0.27,0.45,0.09,0.09,0.18,7.63,0.054054,4.787878788,1.424242,10.5,8.25,4.2,0.8,2,0.4,0,0,0,0,0,1,0.4,1,2.2,2,0.4,1.63,1.8,2,0,0,0,0.2,6.4,7.69,2.6
BitKS3_maths_shape_space_angles_revise2,0.465116,0.5,2.62,3.7,0.83,23.37,0.65,4,16,2.82,0.2,0.45,0.3,0.05,0.35,4.38,0.023256,3.884615385,1.55,13.25,1.818182,6.62,0.36,0.72,0.5,0,0,0,0,0,1.25,0.62,0.5,1.18,0.36,0,1.69,2.25,0,0,0,0,0,4.63,-1.89,3.28
BitKS3_maths_shape_space_pythagoras_theorem_activity,0.918919,0.9,4.08,5.77,0.97,134.34,0.911765,1,8,2,0.34,0.47,0.13,0.04,0.17,7.47,0.054054,4.470588235,1.411765,13.66,11.333333,5.12,0.75,2,0.375,0,0,0,0,0,4,1.5,1.25,2,2.5,0.5,2.12,1.9,2,0,0,0,0.25,7.5,7.85,4.92
BitKS3_maths_shape_space_transformations1_activity,0.85,0.83,3.81,5.4,0.95,76.62,0.852941,1.28,11.57,2.4,0.39,0.52,0.08,0,0.08,5.88,0.05,5.176470588,1.441176,8.4,11.666667,8.4,1.66,1.66,1,0,0.4,0.4,0.2,0.2,1.8,1.8,2.2,3.33,3.66,0.66,2,1.81,2,0,0.666666667,0.332,1,9.66,11.62,6.46
BitKS3_science_chemical_material_behaviour_atoms_elements_activity,0.842105,0.8,3.7,5.24,0.94,66.11,0.90625,0.88,7.11,1.88,0.36,0.45,0.04,0.09,0.13,7.63,0.052632,4.84375,1.515152,10.5,6.6,4.66,0.8,1.8,0.444444444,0.11,0.25,0.11,0.25,0.11,0.75,0.33,1.11,2.2,2,0.4,1.81,1.8,2,0.2,0.2,0.2,0.4,6.6,9.6,5.15
BitKS3_science_chemical_material_behaviour_particle_model_activity,0.871795,0.88,4.03,5.7,0.96,110.21,0.941176,1,9,2.12,0.39,0.52,0.04,0.04,0.08,7.63,0.051282,4.941176471,1.5,10.5,8.5,4.66,1,2.25,0.444444444,0.11,0.25,0.11,0.25,0.11,0.75,0.33,1,2.25,2.25,0.75,2,1.88,1.66,0.25,0.25,0.25,0.5,7.25,9.44,4.92
BitKS3_science_energy_electricity_forces_forces_activity,0.820513,0.81,3.77,5.33,0.94,68.72,0.84375,1,7,1.87,0.35,0.45,0.05,0.05,0.1,7.8,0.051282,4.5625,1.375,10.75,6.4,4.77,0.8,1.8,0.444444444,0,0,0,0.25,0.11,0.75,0.33,1.33,2.2,2.4,0.2,1.63,1.83,2,0,0,0.2,0.2,6,7.03,1.64
BitKS3_science_environment_earth_universe_changes_in_environment_revise1,0.625,0.62,3.16,4.48,0.88,33.16,0.76,1,4,1.41,0.21,0.78,0,0,0,4.25,0.15,5.576923077,1.92,17,2.083333,8.5,0.25,0.5,0.5,0,0,0,0.66,0.33,1.33,0.66,0.66,1.5,0.33,0.16,1.61,1.5,2,0,0,0.165,0,4.5,9.74,6.17
BitKS3_science_organisms_behaviour_health_behaviour_activity,0.894737,0.85,3.86,5.46,0.95,87.15,0.882353,1,9,2.12,0.4,0.5,0.04,0.04,0.09,7.47,0.078947,4.852941176,1.5,10.25,8.5,4.55,1,2.25,0.444444444,0.11,0.25,0.11,0.25,0.11,1,0.44,1.11,2.5,2.5,0.75,1.8,1.7,2,0.25,0.25,0.25,0.5,7.75,9.76,5.23
BitKS3_science_organisms_behaviour_health_diet_drugs_activity,0.894737,0.87,3.97,5.62,0.96,106.03,0.941176,0.88,7.11,1.88,0.36,0.45,0.13,0,0.13,10.89,0.052632,4.617647059,1.411765,10.25,8.5,4.55,1,2.25,0.444444444,0.11,0.25,0.11,0,0,1.25,0.55,1.11,2.5,2.5,0.5,1.8,1.8,2,0.25,0.25,0,0.5,7.75,7.53,3.64
BitKS3_english_reading_paragraphs_revise1,0.72093,0.73,3.63,5.14,0.92,49.12,0.83871,1.33,16,2.82,0.48,0.44,0.04,0.04,0.08,5.51,0.186047,4.875,1.545455,8.16,4.428571,5.44,0.85,1.28,0.6640625,0.33,0.5,0.33,0,0,0.66,0.44,1.55,2,2,0.28,1.35,2.07,2,0.428571429,0.428571429,0,0.42,6.85,8.52,3.54
BitKS3_english_writing_formal_informal_activity,0.897436,0.83,3.81,5.4,0.95,76.62,0.857143,1.1,12.1,2.45,0.45,0.33,0.12,0.08,0.2,7.63,0.051282,4.485714286,1.4,14,8.75,3.81,0.75,2.75,0.272727273,0,0,0,0.33,0.09,1.66,0.45,1.18,2,3.25,0.25,1.62,2,2,0,0,0.2475,0.25,8.25,6.92,3.95
BitKS3_science_chemical_material_behaviour_ph_experiment_activity,0.897436,0.88,4.03,5.7,0.96,110.21,0.914286,0.88,7.11,1.88,0.36,0.5,0.04,0.04,0.09,7.63,0.051282,4.685714286,1.4,10.5,8.75,5.25,1,2,0.5,0.12,0.25,0.12,0,0,0.75,0.37,1.25,2.5,2.5,0.75,1.8,1.9,2,0.25,0.25,0,0.5,8,7.85,1.77
BitKS3_science_environment_earth_universe_rock_cycle_activity,0.875,0.83,3.88,5.48,0.95,79.61,0.857143,1.1,12.1,2.45,0.45,0.33,0.08,0.08,0.16,7.8,0.05,4.571428571,1.371429,7.16,8.75,5.37,1.5,2,0.75,0.25,0.33,0.25,0,0,0.66,0.5,1.62,2.5,3.25,0.25,1.5,1.84,2,0.5,0.5,0,0.75,8,7.54,3.64
BitKS3_science_organisms_behaviour_health_food_chains_activity,0.875,0.81,3.77,5.33,0.94,68.72,0.828571,1.22,13.44,2.59,0.45,0.41,0.04,0.08,0.12,7.8,0.075,4.628571429,1.388889,10.75,8.75,4.3,1,2.5,0.4,0.1,0.25,0.1,0.25,0.1,0.75,0.3,1.2,2.5,3,0.75,1.6,1.91,2,0.25,0.25,0.25,0.5,8.5,8.16,3.95
BitKS3_english_writing_argue_persuade_advise_activity,0.878049,0.84,3.94,5.57,0.95,82.64,0.888889,1,13,2.54,0.52,0.4,0.04,0.04,0.08,11.63,0.073171,4.805555556,1.527778,14.66,9,4,0.75,2.75,0.272727273,0,0,0,0.33,0.09,1,0.27,1.36,2.25,3.75,0.5,1.77,1.86,2,0,0,0.2475,0.25,8,8.9,5.76
BitKS3_maths_algebra_equations1_revise1,0.642857,0.79,3.93,5.57,0.94,66.35,0.925926,1,6,1.73,0.26,0.56,0.13,0.04,0.17,6.73,0.214286,5,1.607143,16.33,4,7,0.42,1,0.42,0,0.33,0.14,0.33,0.14,3.66,1.57,1.14,2,1.14,0.42,1.5,1.87,2,0,0.142857143,0.1386,0.28,6.57,8.04,3.89
BitKS3_maths_shape_space_transformations1_revise1,0.608696,0.64,3.4,4.81,0.89,36.67,0.928571,1,7,1.87,0.29,0.62,0.04,0,0.04,4.59,0.065217,5.275862069,1.571429,11.2,2.545455,5.09,0.45,1,0.45,0.09,0.2,0.09,0.2,0.09,0.8,0.36,1,1.36,1,0.27,1.8,1.45,2,0.090909091,0.090909091,0.09,0.09,4.81,9.91,6.01
BitKS3_maths_shape_space_transformations1_revise2,0.697674,0.7,3.56,5.04,0.91,44.38,0.833333,1,6,1.73,0.25,0.45,0.2,0.04,0.25,4.85,0.046512,4.161290323,1.133333,12.75,3.333333,5.66,0.44,1,0.44,0.11,0.25,0.11,0.75,0.33,0.5,0.22,0.77,1.44,0.77,0.22,1.69,2.28,2,0.111111111,0.111111111,0.33,0.11,5.22,4.04,1.92
BitKS3_science_energy_electricity_forces_energy_transfer_storage_activity,0.878049,0.86,4.05,5.72,0.96,97.67,0.916667,1.11,11.11,2.35,0.41,0.41,0.16,0,0.16,7.96,0.073171,4.694444444,1.444444,11,9,4.88,1,2.25,0.444444444,0,0,0,0.25,0.11,2,0.88,1,2.75,2.25,0.75,1.63,1.77,2,0,0,0.25,0.25,7.25,8.3,3.94
BitKS3_science_organisms_behaviour_health_disease_activity,0.878049,0.77,3.62,5.12,0.93,55.54,0.777778,1.08,14.08,2.65,0.56,0.34,0.04,0.04,0.08,6.13,0.04878,4.527777778,1.388889,8.8,9,4.4,1.25,2.5,0.5,0.1,0.2,0.1,0,0,0.6,0.3,1.7,2.25,4.25,0.25,1.55,1.82,2,0.25,0.25,0,0.75,9.5,7.09,3.64
BitKS3_maths_shape_space_3d_shapes_revise1,0.644444,0.77,3.98,5.63,0.93,61.4,0.896552,1.4,9.8,2.21,0.25,0.67,0.07,0,0.07,5.02,0.111111,4.9,1.4,13.25,3.444444,6.62,0.44,0.88,0.5,0.25,0.5,0.25,0.25,0.12,3.5,1.75,0.87,2,0.77,0.22,1.77,2,2,0.222222222,0.222222222,0.11,0.22,5.66,7.67,3.98
BitKS3_maths_shape_space_pythagoras_theorem_revise1,0.659091,0.67,3.49,4.94,0.9,40.75,0.827586,1,4,1.41,0.2,0.7,0.05,0,0.05,5.02,0.045455,4.433333333,1.4,53,3,7.57,0.1,0.7,0.142857143,0,0,0,0,0,12,1.71,0.85,1.8,0.6,0.4,1.66,2.16,2,0,0,0,0,5.3,6.49,3.64
BitKS3_science_chemical_material_behaviour_behaviour_of_matter_activity,0.840909,0.8,3.91,5.54,0.94,69.73,0.864865,1,10,2.23,0.41,0.54,0.04,0,0.04,5.32,0.045455,4.864864865,1.473684,11.75,9.25,4.7,1,2.5,0.4,0.1,0.25,0.1,0.25,0.1,2.25,0.9,0.9,2.25,2.25,0.75,2.22,1.66,2,0.25,0.25,0.25,0.5,8.25,9.46,3.94
BitKS3_science_chemical_material_behaviour_compounds_mixtures_activity,0.902439,0.84,3.94,5.57,0.95,82.64,0.864865,1.12,10.12,2.25,0.37,0.5,0.08,0.04,0.12,7.96,0.121951,4.810810811,1.540541,14.66,9.25,5.5,0.75,2,0.375,0,0,0,0.33,0.12,1.33,0.5,1.37,2.5,2.75,0.75,1.9,2,2,0,0,0.2475,0.25,8,8.87,5.41
BitKS3_english_shakespeare_set_scenes_the_tempest_extract2_revise6,0.688889,0.71,3.69,5.21,0.91,47.37,0.806452,1,4,1.41,0.25,0.62,0.12,0,0.12,5.02,0.066667,4.40625,1.387097,17.66,3.555556,26.5,0.33,0.22,1.5,1.5,1,1.5,0,0,2.66,4,2.5,2,0.55,0.66,1.33,2.4,2,0.333333333,0.333333333,0,0.44,5.44,5.29,0.87
BitKS3_english_writing_structure_paragraphs_revise1,0.652174,0.69,3.68,5.21,0.91,44.78,0.866667,1,9,2.12,0.36,0.48,0.16,0,0.16,4.59,0.086957,5.322580645,1.483871,28,2.727273,7,0.18,0.72,0.25,0,0,0,1.5,0.37,2,0.5,1.25,1.63,0.9,0.09,1.83,2.29,2,0,0,0.27,0,4.81,9.79,6.94
BitKS3_maths_algebra_coordinates_revise1,0.583333,0.63,3.43,4.85,0.88,36.67,0.785714,1.37,15.12,2.75,0.42,0.5,0.07,0,0.07,5.42,0.125,4.896551724,1.8,7.25,2.727273,4.14,0.72,1.27,0.566929134,0,0,0,0.12,0.07,0.37,0.21,0.78,1.72,1,0.09,1.36,1.63,2,0,0,0.0864,0,4.9,6.85,2.03
BitKS3_maths_algebra_quadratic_sequences_revise1,0.733333,0.53,2.74,3.88,0.84,25.22,0.575758,2,8,2,0.16,0.58,0.25,0,0.25,5.8,0.111111,4.882352941,1.333333,26,4.125,5.77,0.25,1.12,0.223214286,0,0,0,0,0,6,1.33,0.55,2,0.62,0.62,1.93,1.6,2,0,0,0,0,5.62,8.47,1.77
BitKS3_maths_number_fractions_decimals_percentages_revise7,0.387755,0.6,3.24,4.59,0.87,32.64,0.789474,1.5,4.5,1.5,0.18,0.62,0.18,0,0.18,4.21,0.081633,3.592592593,1.578947,29,1.583333,6.44,0.18,0.81,0.222222222,0,0,0,0.5,0.11,0.5,0.11,0.77,1.63,0.63,0.45,1.5,2.42,2,0,0,0.09,0,5,1.54,2.1
BitKS3_maths_shape_space_pythagoras_theorem_revise3,0.347826,0.64,3.36,4.76,0.89,36.69,0.75,2,4,1.41,0.09,0.63,0.27,0,0.27,6,0.021739,3.043478261,0.875,27,1.777778,5.4,0.25,1.25,0.2,0,0,0,0,0,5.5,1.1,0.8,2.12,1,0.37,1.58,2.12,2,0,0,0,0.12,5.37,-5.08,-9.17
