id,AoA_Bird_Lem,AoA_Bristol_Lem,AoA_Cort_Lem,AoA_Kup,AoA_Kup_Lem,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprPerProPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprProperNounsPerNoun,DISC_globalArgumentOverlapCount,DISC_globalContentWordOverlapCount,DISC_globalNounOverlapCount,DISC_globalStemOverlapCount,DISC_localArgumentOverlapCount,DISC_localContentWordOverlapCount,DISC_localNounOverlapCount,DISC_localStemOverlapCount,MRCAoA,MRCColMeaningfulness,MRCConcreteness,MRCFamiliarity,MRCImageability,MRCPavioMeaningfulness,POS_adjVar,POS_advVar,POS_correctedVV1,POS_modVar,POS_nounVar,POS_numAdjectives,POS_numAdverbs,POS_numConjunct,POS_numDeterminers,POS_numFunctionWords,POS_numLexicals,POS_numModals,POS_numNouns,POS_numPerPronouns,POS_numPrepositions,POS_numPronouns,POS_numProperNouns,POS_numVerbs,POS_numVerbsVB,POS_numVerbsVBD,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_numWhPronouns,POS_squaredVerbVar1,POS_verbVar1,POS_verbVar2,SYN_CNPerClause,SYN_CNPerTunit,SYN_ComplexTunitRatio,SYN_CoordPerClause,SYN_CoordPerTunit,SYN_DependentClauseRatio,SYN_DependentClausesPerTunit,SYN_MLC,SYN_MLT,SYN_TunitComplexityRatio,SYN_VPPerTunit,SYN_avgParseTreeHeightPerSen,SYN_avgSentenceLength,SYN_numClausesPerSen,SYN_numConjPPerSen,SYN_numNPSize,SYN_numNPsPerSen,SYN_numPPSize,SYN_numPPsPerSen,SYN_numRRCsPerSen,SYN_numSBARsPerSen,SYN_numSentences,SYN_numSubtreesPerSen,SYN_numTunitsPerSen,SYN_numVPSize,SYN_numVPsPerSen,SYN_numWHPsPerSen,TRAD_ARI,TRAD_Coleman,TRAD_FOG,TRAD_FORCAST,TRAD_Flesch,TRAD_Kincaid,TRAD_LIX,TRAD_SMOG,TRAD_numChars,TRAD_numSyll,WN_numHypernyms,WN_numHyponyms,WN_numSenses,Word_BilogTTR,Word_CTTR,Word_MTLD,Word_RTTR,Word_TTR,Word_UberIndex,Word_numWords,numConnectives,numDiscConnectives,numNonDiscConnectives,numCompConnectives,numExpConnectives,numContConnectives,numTempConnectives,PRONOUNS_NOUNS_RATIO_INDEX,AVG_PRONOUNS_PER_SENT_INDEX,AVG_PRONOUNS_PER_WORD_INDEX,AVG_PERSONAL_PRONOUNS_PER_SENT_INDEX,AVG_PERSONAL_PRONOUNS_PER_WORD_INDEX,AVG_POSSESIVE_PRONOUNS_PER_SENT_INDEX,AVG_PESSESIVE_PRONOUNS_PER_WORD_INDEX,AVG_DEFINITE_ARTICLES_PER_SENT_INDEX,AVG_DEFINITE_ARTICLES_PER_WORD_INDEX,PROPER_NAMES_WORD_RATIO_INDEX,WORD_OVERLAP,LEMMA_OVERLAP,NOUN_AND_PRONOUN_OVERLAP_BY_LEMMA,NOUN_AND_PRONOUN_OVERLAP_BY_ORTH,S_2_S,S_2_O,S_2_N,O_2_S,O_2_O,O_2_N,N_2_S,N_2_O,PROPORTION_INDEF_NP_REFCHAIN,PROPORTION_DEF_NP_REFCHAIN,PROPORTION_PERSONAL_PRONOUNS_REFCHAIN,PROPORTION_DEMONSTRATIVE_DETERMINERS_REFCHAIN,PROPORTION_REFLEXIVE_PRONOUNS_REFCHAIN,PROPORTION_PROPER_NOUNS_REFCHAIN,AVG_LEN_REFCHAIN
Adv-Txt-WNL Nigerian low tech-adv,3.59,1.57,2.43,4.16,5.98,1.18,0.05,0.03,0.77,0.27,0.01,0.14,1.04,0.04,0.14,4.86,12.27,3,4.86,0.68,1.59,0.45,0.68,0.29,1.83,1.63,3.79,1.85,0.09,0.12,0.09,7.22,0.21,0.5,0.08,0.06,0.05,0.07,0.39,0.67,0.01,0.33,0.03,0.13,0.04,0.04,0.18,0.03,0.02,0.04,0.03,0.01,0.02,0,104.37,1.25,0.25,4.44,2.46,0.26,0.58,0.32,0.41,0.23,15.94,8.83,0.55,1.55,12.31,26.09,1.63,0,1.92,6.4,2,3.36,0,0.59,22,75.36,2.95,2.49,4.59,0.45,15.51,14.54,18.13,16.68,45.01,12.75,57.47,16.07,5.37,1.63,0,0.11,5.93,0.89,8.44,8.06,11.93,0.49,57.92,574,1.81,0.4,1.4,0.09,0.22,0,0.09,0.103658537,0.772727273,0.029565217,0.727272727,0.027826087,0,0,1.181818182,0.045217391,0.067826087,0.172173913,0.196521739,0.03826087,0.033043478,0.181818182,0,0.818181818,0,0.03125,0.96875,0.507462687,0.492537313,0.137931034,0.206896552,0.344827586,0,0.034482759,0.137931034,4.833333333
Adv-Txt-WNL Noise pollution -adv,3.83,1.31,2.63,4.29,5.51,1.31,0.04,0.04,1.24,0.44,0.01,0.22,1.68,0.06,0.16,6.55,33.86,4.37,7.31,0.48,2.41,0.31,0.48,0.31,2.33,1.99,4.37,2.29,0.19,0.16,0.06,9.62,0.23,0.47,0.1,0.04,0.03,0.09,0.4,0.63,0.01,0.3,0.04,0.14,0.06,0.04,0.18,0.04,0.03,0.03,0.01,0.03,0.02,0,185.39,1.45,0.27,3.09,3.02,0.51,0.22,0.22,0.44,0.43,10.43,10.18,0.97,1.92,14.34,29.86,2.86,0.06,1.89,7.34,2.03,3.41,0,1.44,29,87.06,2.93,2.2,5.65,0.51,14.71,11.38,16.31,17.92,61.97,11.31,49.08,14.15,4.81,1.38,0,0.03,5.58,0.87,8.98,8.1,12.7,0.43,54.48,866,1.58,0.44,1.13,0.06,0.13,0.06,0.17,0.160714286,1.24137931,0.041522491,1.206896552,0.040369089,0,0,1.275862069,0.042675894,0.059976932,0.143021915,0.207612457,0.028835063,0.020761246,0.106060606,0,0.893939394,0,0,1,0.676767677,0.323232323,0.057971014,0.246376812,0.47826087,0,0.014492754,0.101449275,3.631578947
Adv-Txt-WNL Novel way-adv,3.97,1.26,2.9,4.37,5.41,0.73,0.04,0.05,0.97,0.22,0.01,0.27,1.2,0.07,0.2,4.73,18.26,1.84,5.24,0.37,1.22,0.11,0.4,0.33,2.46,2.2,4.67,2.46,0.19,0.11,0.09,10.61,0.21,0.43,0.07,0.06,0.03,0.1,0.43,0.62,0.01,0.27,0.06,0.13,0.08,0.05,0.21,0.06,0.03,0.02,0.02,0.03,0.03,0,225.39,1.56,0.32,2.45,1.43,0.21,0.2,0.12,0.33,0.19,11.32,6.6,0.58,1.44,10.35,19.37,1.71,0.02,1.69,4.73,2.01,1.93,0,0.55,45,56.97,2.93,2.19,4.24,0.26,8.56,8.82,12.15,18.12,75.92,7.11,36.78,11.67,4.47,1.33,0,0.37,6.57,0.87,9.09,7.01,12.86,0.43,55.19,872,1.17,0.44,0.73,0.11,0.08,0.11,0.13,0.223350254,0.977777778,0.050400916,0.977777778,0.050400916,0,0,0.733333333,0.037800687,0.096219931,0.169530355,0.229095074,0.02978236,0.016036655,0.097222222,0,0.902777778,0,0.024390244,0.975609756,0.640350877,0.359649123,0.148648649,0.202702703,0.540540541,0.013513514,0,0.121621622,3.894736842
Adv-Txt-WNL On the trail-adv,3.59,1.37,2.77,4.19,5.53,0.85,0.06,0.03,0.53,0.11,0,0.15,0.64,0.04,0.18,8.11,27.91,3.7,8.16,0.24,0.85,0.06,0.25,0.32,2.12,2.04,4.21,2.29,0.17,0.14,0.07,11.75,0.22,0.5,0.09,0.05,0.03,0.11,0.39,0.66,0,0.33,0.04,0.13,0.05,0.06,0.17,0.02,0.02,0.01,0.02,0.04,0.04,0,276.48,1.6,0.25,2.58,1.45,0.13,0.21,0.12,0.25,0.14,11.63,6.55,0.56,1.04,8.88,15.22,1.3,0.02,1.92,4,2.03,1.56,0,0.37,81,43.69,2.32,2.33,2.43,0.16,7.66,9.9,11.17,17.83,79.09,5.57,37.79,11.1,4.74,1.34,0,0.02,5.18,0.88,10.83,7.75,15.32,0.43,61.07,1233,0.77,0.19,0.58,0.06,0.07,0.01,0.04,0.125,0.530864198,0.034846029,0.518518519,0.034035656,0,0,0.851851852,0.055915721,0.098865478,0.137763371,0.183144246,0.019448947,0.008103728,0.075471698,0,0.924528302,0,0,1,0.654545455,0.345454545,0.247311828,0.247311828,0.365591398,0,0.010752688,0.150537634,3.206896552
Adv-Txt-WNL Organic Food-adv,3.64,1.26,2.51,4.49,6.15,1.35,0.06,0.02,0.47,0.11,0,0.09,0.59,0.02,0.1,5.5,40.4,4.21,5.64,0.45,2.4,0.3,0.45,0.27,2.09,1.87,4.04,2.11,0.25,0.18,0.07,10.75,0.26,0.46,0.12,0.05,0.04,0.09,0.38,0.67,0.01,0.31,0.02,0.13,0.03,0.03,0.18,0.02,0.02,0.02,0.04,0.03,0.02,0,231.17,1.63,0.24,3.68,3.08,0.45,0.35,0.29,0.5,0.41,12.03,10.07,0.83,1.64,11.47,23.5,1.95,0,2.05,5.64,2.09,2.5,0,0.97,42,66.97,2.33,2.3,3.83,0.19,12.9,12.72,15.59,17.25,60.24,9.99,49.45,14.24,5.09,1.48,0,0,5.26,0.86,8.57,7.98,12.12,0.38,49.94,987,1.59,0.47,1.11,0.21,0.14,0.07,0.04,0.074906367,0.476190476,0.020242915,0.476190476,0.020242915,0,0,1.357142857,0.057692308,0.060728745,0.16902834,0.23582996,0.027327935,0.020242915,0.08974359,0,0.91025641,0,0.027027027,0.972972973,0.681034483,0.318965517,0.235294118,0.431372549,0.294117647,0,0,0.137254902,3.4
Adv-Txt-WNL Pacific Islanders-adv,3.47,1.61,2.67,4.41,5.69,2.13,0.09,0.02,0.47,0.43,0.01,0.13,0.9,0.04,0.24,5.5,35.7,2.68,5.59,0.52,2.25,0.27,0.52,0.35,2.02,1.98,4.27,2.17,0.29,0.14,0.08,11.07,0.22,0.52,0.09,0.05,0.03,0.13,0.42,0.63,0,0.32,0.02,0.14,0.04,0.07,0.15,0.03,0.04,0.02,0.01,0.01,0.02,0,245.44,1.74,0.24,3.66,2.3,0.21,0.3,0.18,0.31,0.19,13.5,8.5,0.62,1.39,11.56,24.54,1.81,0.02,2.14,5.7,2.03,2.77,0,0.63,44,70,2.88,2.27,4.02,0.25,11.49,10.32,13.97,18.03,73.82,8.38,43.58,12.79,4.67,1.31,0,0.01,6.19,0.86,9.35,6.78,13.23,0.4,53.64,1080,1.34,0.38,0.95,0.04,0.22,0.02,0.09,0.069306931,0.477272727,0.019426457,0.477272727,0.019426457,0,0,2.136363636,0.086956522,0.103607771,0.17946346,0.244218316,0.031452359,0.020351526,0.055555556,0,0.944444444,0.029411765,0,0.970588235,0.672897196,0.327102804,0.144578313,0.481927711,0.228915663,0,0,0.156626506,3.074074074
Adv-Txt-WNL Pizza chain-adv,3.51,1.39,3.04,4.23,5.53,1.06,0.04,0.03,0.72,0.48,0.02,0.17,1.21,0.05,0.22,7.3,26.42,5.42,7.6,0.45,1.72,0.24,0.45,0.32,2.18,2.11,4.43,2.32,0.19,0.1,0.06,10.4,0.17,0.5,0.06,0.04,0.03,0.11,0.4,0.63,0.01,0.32,0.03,0.13,0.06,0.07,0.2,0.03,0.03,0.02,0.04,0.03,0.03,0,216.4,1.56,0.3,2.45,1.87,0.46,0.2,0.15,0.5,0.38,11.09,8.48,0.76,1.65,12.21,25.21,2.27,0,1.83,6.63,2.01,2.84,0,1.09,33,73.9,2.96,2.36,4.9,0.54,10.96,9.52,13.76,18.14,73.46,8.49,40.32,12.56,4.53,1.31,0,0,8.09,0.87,8.87,9.54,12.55,0.43,54.32,832,1.63,0.69,0.93,0.18,0.21,0.06,0.24,0.10619469,0.727272727,0.028811525,0.727272727,0.028811525,0,0,1.060606061,0.042016807,0.106842737,0.169267707,0.226890756,0.027611044,0.021608643,0.107692308,0,0.892307692,0.024390244,0.024390244,0.951219512,0.607142857,0.392857143,0.134328358,0.298507463,0.298507463,0,0,0.089552239,3.722222222
Adv-Txt-WNL Planet-adv,3.95,1.53,2.79,4.23,5.73,2.27,0.07,0.01,0.44,0.08,0,0.06,0.52,0.01,0.12,5.92,32.15,4.59,6.4,0.6,3.12,0.48,0.68,0.31,1.99,1.86,4.02,2.07,0.23,0.15,0.09,8.91,0.24,0.46,0.09,0.05,0.02,0.12,0.4,0.65,0.02,0.3,0.01,0.15,0.02,0.03,0.19,0.04,0.02,0.03,0.02,0.03,0.02,0,159.11,1.33,0.26,2.97,2.51,0.55,0.14,0.12,0.53,0.45,11.97,10.15,0.84,1.98,14.28,32.08,2.68,0,1.99,7.12,2.03,3.64,0,1.44,25,93.04,3.16,2.37,6.28,0.64,16.47,12.7,17.57,17.68,58.51,12.17,54.88,15.11,5.02,1.41,0,0,5.92,0.87,8.86,9.03,12.53,0.44,54.86,802,1.76,0.8,0.96,0.2,0.28,0.2,0.12,0.052380952,0.44,0.01369863,0.44,0.01369863,0,0,2.28,0.070983811,0.068493151,0.161892902,0.210460772,0.02615193,0.01992528,0.03030303,0.03030303,0.939393939,0.034482759,0,0.965517241,0.683673469,0.316326531,0.205128205,0.512820513,0.256410256,0,0,0.153846154,2.785714286
Adv-Txt-WNL Poverty-adv,3.55,1.63,2.65,5.02,6.11,1.52,0.05,0.01,0.28,0.34,0.01,0.08,0.63,0.02,0.12,7.1,28.86,6.44,7.18,0.55,2.5,0.5,0.55,0.43,1.96,2,4.25,2.27,0.3,0.19,0.07,9.88,0.26,0.47,0.12,0.05,0.03,0.1,0.38,0.66,0.01,0.31,0.01,0.15,0.02,0.04,0.16,0.04,0.01,0.02,0.01,0.02,0.03,0,195.55,1.33,0.23,5.64,3.79,0.35,0.38,0.25,0.47,0.31,14.48,9.74,0.67,1.74,14.52,29.73,2.05,0.07,1.97,7.05,2.07,3.44,0,1.05,38,86.05,3.05,2.29,5.31,0.39,15.02,12.23,17.7,17.28,51.18,12.62,53.01,15.56,4.95,1.52,0,0,5.86,0.88,10.24,7.74,14.48,0.43,58.71,1130,1.92,0.42,1.5,0.13,0.15,0.07,0.05,0.036789298,0.289473684,0.009725906,0.289473684,0.009725906,0,0,1.526315789,0.051282051,0.08045977,0.17683466,0.216622458,0.026525199,0.022988506,0.036585366,0,0.963414634,0.022727273,0.022727273,0.954545455,0.642857143,0.357142857,0.208333333,0.395833333,0.125,0,0,0.145833333,4
Adv-Txt-WNL Revolution-adv,3.56,1.39,3.12,4.21,5.4,0.69,0.04,0.06,1.02,0.25,0.01,0.24,1.28,0.07,0.25,7.3,19.2,3.94,7.35,0.43,1.05,0.25,0.46,0.2,2.27,2.1,4.3,2.33,0.26,0.1,0.06,9.2,0.17,0.51,0.07,0.04,0.03,0.09,0.38,0.65,0.01,0.33,0.06,0.1,0.09,0.08,0.2,0.04,0.02,0.01,0.02,0.03,0.05,0,169.51,1.51,0.28,2.2,1.68,0.27,0.19,0.14,0.35,0.26,9.64,7.35,0.76,1.47,10.89,19.05,1.97,0,1.78,5.05,2.01,1.53,0,0.76,39,55.97,2.58,2.2,3.82,0.38,7.72,8.52,10.32,18.59,81.01,6.04,33.43,10.21,4.44,1.28,0,0,5.52,0.88,8.94,7.14,12.65,0.46,56.96,743,0.92,0.28,0.64,0.05,0.05,0.07,0.1,0.193236715,1.025641026,0.053763441,1.025641026,0.053763441,0,0,0.692307692,0.036290323,0.072580645,0.146505376,0.186827957,0.02688172,0.014784946,0.038961039,0.012987013,0.948051948,0,0,1,0.694444444,0.305555556,0.094594595,0.283783784,0.486486486,0.013513514,0,0.148648649,4.352941176
Adv-Txt-WNL Rwanda-adv,3.75,1.28,2.85,3.95,5.27,0.95,0.05,0.03,0.65,0.28,0.01,0.15,0.93,0.05,0.26,5.08,20.15,3.26,5.17,0.39,1.43,0.32,0.39,0.29,2.25,2.14,4.34,2.39,0.21,0.11,0.05,10.36,0.17,0.54,0.07,0.03,0.04,0.1,0.36,0.67,0,0.36,0.04,0.1,0.06,0.09,0.19,0.02,0.02,0.02,0.02,0.04,0.04,0,214.67,1.54,0.27,2.58,1.78,0.24,0.33,0.23,0.32,0.22,11.32,7.83,0.69,1.35,9.73,19.93,1.76,0,1.85,5.26,2.05,1.71,0,0.54,46,57.23,2.54,2.24,3.43,0.39,9.04,9.86,12.02,18.04,73.85,7.19,37.19,11.63,4.66,1.36,0,0.01,6.23,0.88,9.59,7.05,13.57,0.44,57.97,917,1.26,0.34,0.91,0.06,0.15,0.06,0.06,0.110701107,0.652173913,0.032679739,0.630434783,0.031590414,0,0,0.956521739,0.047930283,0.104575163,0.162309368,0.210239651,0.029411765,0.021786492,0.051948052,0,0.948051948,0.044444444,0.022222222,0.933333333,0.637096774,0.362903226,0.232876712,0.424657534,0.301369863,0.01369863,0.01369863,0.246575342,3.173913043
Adv-Txt-WNL Satnav-adv,3.73,1.15,2.56,4.47,5.82,0.85,0.03,0.04,1.1,0.5,0.02,0.25,1.6,0.06,0.17,6.42,25.89,3.28,6.71,0.53,1.64,0.21,0.57,0.22,2.25,1.96,4.37,2.25,0.19,0.12,0.09,9.13,0.22,0.44,0.08,0.06,0.02,0.07,0.4,0.65,0.02,0.29,0.05,0.13,0.08,0.05,0.21,0.05,0.03,0.03,0.02,0.02,0.04,0,166.93,1.42,0.29,2.35,2.04,0.48,0.12,0.1,0.49,0.42,9.82,8.53,0.86,1.91,13.28,25.6,2.6,0,1.79,6.03,2.01,2.53,0,1.35,28,76,3,2.14,5.75,0.57,13.01,11.18,15.72,17.65,62.2,10.46,47.14,14.12,4.8,1.42,0,0.1,6.11,0.88,8.79,8.13,12.43,0.46,56.36,717,1.46,0.82,0.64,0.28,0.21,0.07,0.25,0.173184358,1.107142857,0.043175487,1.107142857,0.043175487,0,0,0.857142857,0.033426184,0.069637883,0.13091922,0.17270195,0.026462396,0.013927577,0.028571429,0,0.971428571,0,0,1,0.726315789,0.273684211,0.074074074,0.296296296,0.388888889,0,0,0.240740741,4.909090909
Adv-Txt-WNL Scarlett-adv,3.64,1.33,2.55,4.35,5.5,0.86,0.04,0.06,1.18,0.4,0.02,0.31,1.59,0.09,0.3,5.78,24.54,2.27,6.02,0.45,1.51,0.21,0.45,0.41,2.5,2.23,4.52,2.46,0.28,0.13,0.08,10.17,0.21,0.46,0.08,0.05,0.02,0.1,0.41,0.64,0,0.29,0.06,0.12,0.09,0.09,0.2,0.03,0.05,0.01,0.03,0.01,0.05,0,207.24,1.68,0.3,1.87,1.6,0.4,0.15,0.13,0.45,0.38,8.98,7.67,0.85,1.58,11.67,19.91,2.21,0.02,1.7,5.27,2,1.56,0,1.05,37,58.51,2.59,2.33,4.1,0.1,10.19,10.23,14.35,17.47,70.51,8.15,42.05,13.35,4.69,1.38,0,0,6.4,0.87,8.43,7.59,11.93,0.43,53.04,737,1.29,0.43,0.86,0.13,0.02,0.16,0.1,0.232804233,1.189189189,0.059620596,1.135135135,0.056910569,0,0,0.864864865,0.043360434,0.082655827,0.154471545,0.214092141,0.029810298,0.020325203,0.037974684,0,0.962025316,0.035714286,0,0.964285714,0.747572816,0.252427184,0.109756098,0.341463415,0.43902439,0,0.024390244,0.195121951,6.833333333
Adv-Txt-WNL School Sports-adv,3.53,1.29,2.69,4.22,5.44,1.61,0.05,0.01,0.46,0.38,0.01,0.1,0.84,0.03,0.18,6.8,30.11,4.15,6.88,0.57,2.57,0.38,0.57,0.25,2.15,1.96,4.23,2.23,0.25,0.16,0.07,9.17,0.24,0.49,0.1,0.04,0.04,0.1,0.39,0.65,0.01,0.32,0.01,0.15,0.03,0.06,0.16,0.03,0.04,0.01,0.03,0.02,0.01,0,168.36,1.57,0.24,3.95,3.6,0.59,0.39,0.36,0.6,0.55,12.71,11.6,0.91,2,13.53,30.8,2.42,0,2.02,7.23,2.04,3.38,0,1.38,26,88.88,2.65,2.28,5.3,0.53,15.3,11.95,16.71,17.82,62.69,11.28,51.95,14.49,4.9,1.37,0,0,6.55,0.87,8.96,7.78,12.68,0.44,55.69,801,1.92,0.5,1.42,0.03,0.19,0.07,0.19,0.054545455,0.461538462,0.014962594,0.461538462,0.014962594,0,0,1.615384615,0.052369077,0.103491272,0.164588529,0.216957606,0.027431421,0.021197007,0.016949153,0,0.983050847,0,0,1,0.802631579,0.197368421,0.188679245,0.471698113,0.188679245,0.037735849,0,0.301886792,2.65
Adv-Txt-WNL School-adv,3.83,1.18,2.82,4.27,5.34,1.5,0.06,0.03,0.75,0.4,0.01,0.16,1.15,0.04,0.21,8.43,29.65,5.65,8.43,0.53,1.9,0.34,0.53,0.28,2.24,2,4.27,2.22,0.14,0.15,0.06,10.38,0.21,0.49,0.09,0.04,0.04,0.11,0.39,0.65,0,0.32,0.03,0.13,0.05,0.06,0.18,0.05,0.01,0.02,0.02,0.04,0.02,0,215.57,1.68,0.27,3.9,2.18,0.32,0.4,0.22,0.36,0.2,13.78,7.71,0.55,1.49,12.12,26.28,1.9,0,1.97,6.37,2.05,2.84,0,0.71,32,76.18,3.4,2.31,5.09,0.31,12.32,10.37,14.25,18.18,73.74,8.82,47.03,12.76,4.66,1.29,0,0,7.34,0.87,8.65,8.29,12.24,0.42,52.58,841,1.78,0.37,1.4,0.09,0.15,0.09,0.03,0.105726872,0.75,0.028503563,0.75,0.028503563,0,0,1.5,0.057007126,0.093824228,0.142517815,0.191211401,0.024940618,0.01543943,0.016393443,0,0.983606557,0,0.026315789,0.973684211,0.618556701,0.381443299,0.188405797,0.304347826,0.304347826,0,0,0.043478261,3.45
Adv-Txt-WNL Scientist-adv,3.42,1.11,2.63,4.75,5.96,1.8,0.06,0.01,0.46,0.2,0,0.07,0.66,0.02,0.21,8.56,24.2,7.16,8.56,0.63,2.29,0.56,0.63,0.21,2.17,2.03,4.07,2.18,0.44,0.14,0.06,9.73,0.21,0.53,0.09,0.04,0.06,0.11,0.39,0.64,0,0.34,0.01,0.13,0.02,0.07,0.16,0.03,0.05,0.01,0.02,0.02,0,0,189.47,1.57,0.24,4.07,3.32,0.38,0.62,0.5,0.45,0.37,13.42,10.93,0.81,1.67,12.16,29.53,2.2,0,1.96,7.26,2.07,3.2,0,1.06,30,84.23,2.7,2.41,4.53,0.63,14.62,11.64,16.05,17.93,61.77,11.18,50.63,14.01,4.85,1.39,0,0,5.14,0.87,8.97,7.32,12.69,0.42,54.07,886,2.56,0.56,2,0.03,0.46,0,0.06,0.053435115,0.466666667,0.01578354,0.466666667,0.01578354,0,0,1.8,0.060879369,0.0789177,0.18151071,0.222096956,0.036076663,0.027057497,0.064516129,0,0.935483871,0.055555556,0,0.944444444,0.623762376,0.376237624,0.254237288,0.508474576,0.237288136,0,0,0.203389831,3.6875
Adv-Txt-WNL Scottish referendum-adv,4,1.44,2.76,4.49,5.59,1.76,0.07,0.04,0.97,0.3,0.01,0.18,1.28,0.05,0.34,7.87,22.79,4.87,8.33,0.43,1.17,0.3,0.48,0.38,2.21,2.05,4.41,2.34,0.2,0.12,0.08,10,0.2,0.5,0.07,0.05,0.02,0.12,0.44,0.6,0.02,0.3,0.04,0.15,0.06,0.1,0.17,0.04,0.04,0.01,0.03,0.01,0.01,0,200.27,1.51,0.25,3,2.33,0.37,0.14,0.11,0.44,0.34,12.16,9.46,0.77,1.67,12.79,26.2,2.15,0.02,1.91,6.61,2.01,3.53,0,1.05,39,76.23,2.76,2.39,4.64,0.38,12.47,10.82,14.34,18.08,71.83,8.97,49.29,12.93,4.74,1.31,0,0,6.83,0.85,8.44,7.4,11.94,0.37,48.79,1022,1.46,0.46,1,0.1,0.23,0.02,0.1,0.143396226,0.974358974,0.03714565,0.974358974,0.03714565,0,0,1.769230769,0.06744868,0.130009775,0.169110459,0.203323558,0.027370479,0.022482893,0.082191781,0,0.917808219,0.025641026,0.025641026,0.948717949,0.660714286,0.339285714,0.141176471,0.388235294,0.388235294,0,0,0.211764706,4.473684211
Adv-Txt-WNL SeaWorld-adv,3.48,1.65,2.74,4.36,5.83,1.55,0.05,0.01,0.55,0.75,0.02,0.13,1.3,0.04,0.14,4.25,16.55,3.15,4.25,0.7,1.95,0.5,0.7,0.41,1.86,1.85,3.97,2.08,0.18,0.12,0.04,7.36,0.17,0.54,0.08,0.03,0.02,0.08,0.37,0.65,0.01,0.35,0.02,0.16,0.05,0.05,0.18,0.04,0.03,0.02,0.02,0.02,0.03,0,108.5,1.21,0.25,4.1,3,0.46,0.24,0.17,0.51,0.37,13.04,9.53,0.73,1.79,14,31.95,2.45,0,1.96,8.1,2.05,3.8,0,1.2,20,92.4,3.35,2.35,6,0.45,15.99,12.59,17.56,17.55,56.07,12.3,56.94,15.24,5.01,1.45,0,0,5.89,0.88,8.72,8.49,12.34,0.48,58.2,639,1.65,0.4,1.25,0.05,0.1,0.1,0.15,0.057591623,0.55,0.0171875,0.5,0.015625,0,0,1.55,0.0484375,0.109375,0.1609375,0.20625,0.040625,0.025,0.06122449,0,0.93877551,0.027027027,0,0.972972973,0.578313253,0.421686747,0.203703704,0.388888889,0.185185185,0,0.018518519,0.166666667,4.153846154
Adv-Txt-WNL Shakespeare-adv,3.8,1.03,2.83,4.19,5.56,2.27,0.08,0.02,0.6,0.51,0.01,0.13,1.12,0.04,0.4,7.6,26.42,5.54,7.75,0.63,2.24,0.48,0.66,0.22,2.24,2.04,4.23,2.27,0.33,0.11,0.08,9.71,0.19,0.51,0.07,0.05,0.04,0.12,0.41,0.63,0.01,0.33,0.02,0.12,0.04,0.13,0.18,0.02,0.03,0.03,0.04,0,0.03,0,188.73,1.38,0.25,4.31,3.27,0.38,0.49,0.37,0.44,0.33,15.53,11.79,0.75,2.03,12.12,29.66,1.9,0,1.98,7.42,2,3.09,0,0.84,33,84.15,2.51,2.4,5.12,0.42,15.58,13.01,17.02,17.52,64.99,10.66,52.92,14.97,5.09,1.36,0,0,6.24,0.88,9.69,7.03,13.71,0.43,57.47,979,1.9,0.51,1.39,0.15,0.21,0.06,0.09,0.072463768,0.606060606,0.020408163,0.606060606,0.020408163,0,0,2.242424242,0.075510204,0.141836735,0.16122449,0.22244898,0.028571429,0.026530612,0.028985507,0.014492754,0.956521739,0,0,1,0.705263158,0.294736842,0.235294118,0.505882353,0.188235294,0,0,0.270588235,4.047619048
Adv-Txt-WNL shark-adv,3.56,1.54,2.6,4.27,5.61,1.51,0.06,0.03,0.75,0.17,0,0.12,0.93,0.03,0.26,6.58,31.65,4.44,6.75,0.55,2.82,0.44,0.55,0.32,2.13,1.99,4.1,2.2,0.16,0.11,0.05,9.93,0.16,0.52,0.07,0.03,0.02,0.11,0.36,0.66,0,0.34,0.03,0.14,0.04,0.09,0.21,0.03,0.04,0.03,0.03,0.02,0.03,0,197.25,1.5,0.3,3.05,2.29,0.41,0.21,0.16,0.47,0.35,11.2,8.4,0.75,1.73,13.41,26.65,2.37,0.1,1.83,7.13,2,2.82,0,1.13,29,78.65,3.17,2.24,5.51,0.34,14.09,12.01,14.94,18.08,62.37,10.66,49.86,13.25,4.93,1.41,0,0,6.59,0.87,8.72,7.4,12.33,0.44,54.42,773,1.31,0.31,1,0.06,0.1,0.06,0.06,0.097777778,0.75862069,0.028423773,0.75862069,0.028423773,0,0,1.517241379,0.056847545,0.11369509,0.158914729,0.224806202,0.0374677,0.024547804,0.015625,0,0.984375,0,0.060606061,0.939393939,0.677419355,0.322580645,0.111111111,0.422222222,0.422222222,0,0,0.111111111,2.8125
